storeNumber,countryCode,ownershipTypeCode,latitude,longitude
20790-208086,US,LS,44.086343,-93.25039
29841-254985,US,LS,44.569048,-92.584723
55343-289045,US,LS,44.453577,-93.15901
17380-177067,US,LS,44.434564,-93.187972
51531-264584,US,LS,44.944856,-93.295916
53614-276788,US,LS,44.95743,-93.295448
65231-298836,US,CO,44.955782,-93.278353
2452-229484,US,CO,44.960294,-93.293416
76974-96449,US,LS,44.949336,-93.236363
262-1495,US,CO,44.977241,-93.268729
55967-288785,US,LS,44.97728,-93.257954
75137-68162,US,LS,44.97312,-93.236007
76856-110956,US,LS,38.819498,-90.880715
11052-101175,US,CO,38.818386,-90.878335
11804-106463,US,CO,38.768313,-90.784308
76593-97973,US,LS,38.765965,-90.76348
62953-296836,US,CO,38.799291,-90.734862
10382-95369,US,CO,38.780908,-90.698979
20792-208088,US,LS,38.777365,-90.699916
9990-97365,US,CO,38.719165,-90.702123
2697-83068,US,CO,38.788638,-90.626344
2731-80700,US,CO,38.742575,-90.634933
22191-212244,US,LS,38.6441,-90.631922
2475-26307,US,CO,38.668893,-90.598707
3983-147373,US,LS,38.667496,-90.58528
76794-108111,US,LS,38.534751,-90.981676
52036-274106,US,LS,38.785259,-90.497121
2522-29295,US,CO,38.642236,-90.566251
9917-97040,US,CO,38.773805,-90.49057
7994-95384,US,CO,38.582168,-90.62803
72402-3649,US,LS,35.218404,-80.945219
22726-220225,US,CO,35.168742,-80.970498
55028-280525,US,CO,35.161821,-80.970996
48190-261666,US,LS,35.160054,-80.971318
26923-241307,US,LS,41.542414,-96.124129
76839-111891,US,LS,43.046398,-76.236128
58252-292389,US,CO,43.047632,-76.237168
11424-105354,US,CO,43.069957,-76.173056
9720-97999,US,CO,43.047649,-76.155251
18559-163024,US,LS,43.036015,-76.140827
7532-10835,US,CO,43.041718,-76.134584
7583-21762,US,CO,43.13695,-76.226502
25229-94533,US,LS,43.05408,-76.10306
58883-286588,US,CO,43.044162,-76.067633
56223-288621,US,CO,43.153592,-76.123074
52420-281364,US,CO,43.183145,-76.248843
17376-180584,US,LS,43.18562,-76.230255
76763-100175,US,LS,43.159504,-76.12123
52033-279767,US,LS,43.031209,-76.02028
9485-97017,US,CO,43.028886,-76.016541
61922-295834,US,CO,42.944944,-76.549996
48349-260555,US,CO,42.60611,-76.167975
16922-176606,US,LS,42.483774,-76.487378
75890-103957,US,LS,43.125071,-75.414691
11932-106159,US,CO,42.441757,-76.485559
10395-100795,US,CO,42.440596,-76.497051
57607-289937,US,CO,43.093923,-75.307632
13456-106319,US,CO,40.860078,-81.482629
76522-99371,US,LS,40.861607,-81.431474
2348-255388,US,CO,40.855481,-81.433155
2577-48819,US,CO,40.875714,-81.366179
29661-254738,US,CO,40.836544,-81.389851
76413-96612,US,LS,40.800867,-81.496979
10049-99147,US,CO,40.768032,-81.52258
25031-239605,US,CO,40.902332,-81.154459
75528-56319,US,LS,41.032247,-81.907481
76858-111527,US,LS,41.68641,-81.293158
2598-290288,US,CO,41.68006,-81.30302
29649-254664,US,CO,41.662521,-81.240825
2534-298111,US,CO,41.660274,-81.364972
57456-289710,US,CO,41.658659,-81.377143
2406-282369,US,CO,41.628713,-81.425339
19870-129824,US,LS,41.627041,-81.430156
64724-298112,US,CO,41.582733,-81.212029
52521-282364,US,CO,41.608273,-81.440727
19443-197088,US,LS,41.525918,-81.43876
8796-95057,US,CO,41.520791,-81.439185
62955-297363,US,CO,41.519597,-81.468753
2692-83761,US,CO,41.503649,-81.502006
72849-93955,US,LS,41.501434,-81.49994
2297-169945,US,CO,41.501782,-81.538407
2324-239745,US,CO,41.462663,-81.480516
2618-50059,US,CO,41.516236,-81.56893
2303-1293,US,CO,41.46487,-81.517212
75224-93773,US,LS,41.512581,-81.604443
2265-1295,US,CO,41.501244,-81.594109
10208-98599,US,CO,41.508161,-81.605879
49992-270464,US,LS,41.502057,-81.617565
50952-276724,US,CO,41.502104,-81.620657
2300-149264,US,CO,41.501555,-81.621748
76838-111526,US,LS,41.413252,-82.240806
20083-195684,US,CO,41.429493,-82.203352
75576-69581,US,LS,41.379777,-82.223169
75577-69580,US,LS,41.377556,-82.224834
56352-289709,US,CO,41.424908,-82.076678
50412-266011,US,LS,41.492878,-81.986131
76891-127001,US,LS,34.269925,-119.249045
10855-102737,US,CO,34.266932,-119.246173
74377-90502,US,LS,34.271743,-119.259196
76899-131225,US,LS,34.261374,-119.236412
5538-160400,US,CO,34.261349,-119.231865
6825-83251,US,CO,34.263172,-119.269573
47567-258846,US,CO,34.276513,-119.226345
75982-107258,US,LS,34.264416,-119.214119
74391-90572,US,LS,34.277289,-119.212729
6595-40765,US,CO,34.277922,-119.212349
5227-275964,US,CO,34.256347,-119.210857
22181-214824,US,LS,34.258277,-119.208985
6826-40766,US,CO,34.280992,-119.291395
79507-103369,US,LS,34.281957,-119.302375
16675-155371,US,CO,34.240685,-119.178935
15778-159191,US,LS,34.242609,-119.177617
5943-254308,US,CO,34.234347,-119.179457
79558-103613,US,LS,34.18851,-119.221703
74608-91322,US,LS,34.22188,-119.16142
25052-234624,US,CO,34.219299,-119.159475
8618-93430,US,CO,34.19789,-119.179438
655-262204,US,CO,34.176232,-119.213844
29373-251746,US,CO,34.17714,-119.194637
9388-96401,US,CO,34.17147,-119.177138
6892-84700,US,CO,34.173754,-119.161536
76356-97155,US,LS,34.217168,-119.073141
621-344,US,CO,34.222752,-119.06852
74886-100489,US,LS,34.344157,-119.080696
10430-279239,US,CO,34.42722,-119.288345
22276-217904,US,CO,34.216265,-119.059042
22257-196805,US,CO,34.34623,-119.069695
6670-187764,US,CO,34.236347,-119.038589
74739-98380,US,LS,34.226032,-119.038176
48524-263405,US,CO,34.242478,-119.01081
9592-97504,US,CO,34.215999,-119.004436
74821-98382,US,LS,34.229573,-118.998402
5621-1837,US,CO,34.394872,-119.513183
74788-98373,US,LS,34.267788,-118.899173
6771-78101,US,CO,34.3961,-118.916977
26639-244261,US,LS,34.280118,-118.883197
5452-1532,US,CO,34.279457,-118.873106
25207-237782,US,LS,34.278449,-118.867045
22596-222524,US,CO,40.717944,-73.958179
76886-121688,US,LS,40.538261,-79.836516
72780-74422,US,LS,40.499374,-79.844238
11147-103817,US,CO,40.57045,-79.802585
72870-92342,US,LS,40.594475,-79.752945
28845-251386,US,CO,40.591982,-79.948369
7776-239424,US,CO,40.640808,-79.938737
76814-111888,US,LS,40.623016,-80.01423
788-239584,US,CO,40.622593,-80.053409
23324-220988,US,LS,40.631757,-80.055426
7732-286796,US,CO,40.617252,-80.094066
55156-288563,US,LS,40.689191,-80.057358
796-283084,US,CO,40.686749,-80.082592
29701-179005,US,CO,33.988168,-118.392698
74574-79834,US,LS,33.996832,-118.394214
76328-97203,US,LS,33.999166,-118.393414
51992-276512,US,LS,34.002155,-118.393394
59722-293795,US,CO,34.003624,-118.39329
21686-214165,US,LS,33.984308,-118.443003
616-341,US,CO,33.985986,-118.443085
17404-175104,US,CO,34.006874,-118.412548
10906-103100,US,CO,42.004966,-87.884235
20773-105725,US,LS,41.988646,-87.861346
54417-286634,US,LS,41.978529,-87.897218
15030-156826,US,LS,41.977308,-87.898602
244-1484,US,CO,42.010503,-87.82963
72317-5705,US,LS,41.976333,-87.905406
72326-5711,US,LS,41.975947,-87.902288
72245-35979,US,LS,41.975253,-87.90003
2461-22122,US,CO,42.010033,-87.827995
26705-235926,US,LS,41.98016,-87.863303
72323-5709,US,LS,41.974663,-87.90033
72403-3869,US,LS,41.974737,-87.908286
19230-179904,US,LS,41.978936,-87.861318
72384-5713,US,LS,41.973207,-87.900362
20748-203824,US,CO,41.97545,-87.867821
53772-279229,US,LS,41.987311,-87.83796
75825-92904,US,LS,41.983225,-87.841015
47593-258944,US,CO,41.996462,-87.80652
63611-297862,US,LS,41.965464,-87.812814
22861-222805,US,CO,41.967225,-87.806919
29862-254944,US,CO,34.089701,-118.054096
75845-97003,US,LS,43.038265,-87.917835
61266-294220,US,LS,43.041337,-87.915122
2678-72611,US,CO,43.043032,-87.909938
67546-302309,US,LS,43.039959,-87.901533
79244-96222,US,LS,48.085102,-122.169952
13903-108317,US,CO,45.538196,-122.900644
496-267824,US,CO,45.550458,-122.903069
72708-33980,US,LS,45.551474,-122.902925
2866-25929,US,CO,45.534623,-122.876839
74303-77222,US,LS,45.536835,-122.869673
14026-108060,US,CO,45.539192,-122.86656
442-15,US,CO,45.537469,-122.865718
13267-104560,US,CO,45.533756,-122.935336
52264-280990,US,LS,45.539166,-122.864046
58510-288719,US,CO,45.557831,-122.925585
73438-22008,US,LS,45.558891,-122.866268
55384-286692,US,CO,45.558008,-122.865139
73479-40442,US,LS,45.530139,-122.955154
72991-93502,US,LS,45.499752,-122.914952
13325-104562,US,CO,45.498002,-122.905115
60651-290902,US,LS,45.507625,-122.957092
26784-245565,US,CO,45.504868,-122.955478
14031-108061,US,CO,45.52084,-122.974133
65445-299548,US,LS,45.475542,-122.868725
15555-137086,US,LS,45.522126,-123.044708
2794-85624,US,CO,45.520261,-123.049306
74325-79122,US,LS,45.442316,-122.826635
478-2786,US,CO,45.438224,-122.82666
447-896,US,CO,45.442968,-122.805802
73188-21449,US,LS,45.431543,-122.823758
24162-229345,US,CO,45.442357,-122.777659
51249-276065,US,CO,38.854289,-94.683137
17698-185245,US,LS,38.853323,-94.682554
48067-254205,US,LS,38.83812,-94.684806
22424-213024,US,CO,46.604838,-122.907934
79724-101471,US,LS,46.654861,-122.95375
3381-66100,US,CO,46.676875,-122.979421
76435-95413,US,LS,30.389387,-86.48185
50833-271265,US,CO,30.514921,-86.45845
13613-106969,US,CO,39.484884,-88.186262
50600-258592,US,CO,39.4838,-88.333109
9648-96552,US,CO,39.138963,-88.566658
2727-87505,US,CO,39.433162,-87.414161
55258-281837,US,LS,39.470812,-87.410897
13952-108223,US,CO,39.407329,-87.408457
25140-240095,US,CO,40.091624,-88.246263
11505-104425,US,CO,39.471313,-87.378517
21677-74483,US,LS,40.108358,-88.229148
26120-162508,US,LS,40.10953,-88.226962
65431-294219,US,LS,40.110581,-88.224081
10636-98525,US,CO,40.112943,-88.20462
57213-289946,US,CO,40.113465,-88.275944
52035-279772,US,LS,40.141727,-88.255072
54748-288479,US,CO,39.441393,-87.332406
10448-98526,US,CO,40.148249,-88.257239
53846-286067,US,CO,39.861862,-86.393138
11501-104316,US,CO,39.858125,-86.391925
23264-137467,US,LS,39.765004,-86.401959
62736-296330,US,CO,39.759272,-86.511102
2656-66520,US,CO,39.717891,-86.35572
54452-286641,US,CO,40.024303,-86.901998
11922-105252,US,CO,36.022618,-80.381471
54165-284484,US,LS,36.018666,-80.407047
23557-230825,US,CO,40.769167,-73.988282
14270-113849,US,CO,33.521448,-101.869961
6775-75980,US,CO,33.520161,-101.905324
58874-292811,US,CO,33.548418,-101.885943
49574-267863,US,LS,33.547688,-101.88909
60659-294534,US,LS,33.503145,-101.90295
62790-296016,US,CO,33.486434,-101.904502
29136-252013,US,CO,33.505652,-101.921857
49573-267861,US,LS,33.47536,-101.889235
65453-299176,US,LS,33.491412,-101.92334
49583-267864,US,LS,33.520438,-101.941936
56522-289841,US,LS,33.575762,-101.906551
51727-264644,US,LS,33.587142,-101.880138
9934-252624,US,CO,33.590373,-101.870408
76695-102496,US,LS,33.551501,-101.946648
52281-280488,US,CO,33.564583,-101.945061
11860-105901,US,CO,33.546354,-101.957598
23119-224627,US,LS,33.577657,-101.934751
52994-280636,US,LS,33.590887,-101.955388
62791-296017,US,CO,33.519387,-101.989806
58512-291587,US,CO,33.59208,-101.955699
29466-253487,US,LS,33.588653,-102.366385
49584-267867,US,LS,34.185398,-101.74675
9409-95040,US,CO,48.240245,-122.358754
29025-252167,US,LS,48.237909,-122.329191
74677-51839,US,LS,48.437319,-122.337418
367-98550,US,CO,48.436067,-122.335671
9939-98166,US,CO,48.451802,-122.336981
3299-11377,US,CO,48.421879,-122.307476
76157-94199,US,LS,48.465277,-122.338532
79295-96480,US,LS,48.466711,-122.334282
27096-242346,US,CO,48.471444,-122.337329
14440-116664,US,CO,48.505319,-122.336841
11661-103515,US,CO,48.151296,-122.193236
76672-104564,US,LS,48.149376,-122.192187
74835-100102,US,LS,48.151633,-122.181545
3305-9639,US,CO,48.152694,-122.180535
61895-295545,US,CO,48.181129,-122.130495
74700-97010,US,LS,48.182052,-122.127899
9733-95149,US,CO,48.093359,-122.188646
11157-103655,US,CO,48.100301,-122.180934
29097-249405,US,CO,48.714739,-122.477846
3290-8505,US,CO,48.731168,-122.471084
16456-84474,US,LS,48.733719,-122.485828
72883-90742,US,LS,48.743394,-122.464123
28855-251127,US,CO,48.756313,-122.46393
49450-269264,US,CO,40.867391,-73.830263
29721-255066,US,CO,40.851106,-73.844111
21895-215765,US,LS,40.824362,-73.837524
29855-255554,US,CO,40.824321,-73.836764
22363-220008,US,LS,33.996636,-83.316056
17894-182670,US,LS,34.084014,-83.312771
58025-291899,US,LS,34.180048,-83.438982
10237-98733,US,CO,34.256294,-83.464212
58028-291900,US,LS,33.574443,-83.477158
13590-107445,US,CO,40.797417,-77.856109
16055-161504,US,LS,40.798299,-77.861118
47688-258071,US,LS,40.79249,-77.86192
57031-207431,US,LS,40.798454,-77.865496
7822-70881,US,CO,40.792675,-77.863531
56679-290469,US,LS,40.785709,-77.830947
9774-98337,US,CO,40.809068,-77.907479
50536-197089,US,LS,40.813473,-77.906404
17208-172184,US,LS,40.165863,-77.597191
13949-109207,US,CO,39.610754,-86.158118
72651-46899,US,LS,39.603404,-86.157748
49335-258589,US,LS,39.562264,-86.155892
50161-272905,US,LS,39.507157,-86.071072
9560-97238,US,CO,39.505349,-86.069152
2699-83422,US,CO,39.642334,-86.333335
58693-291953,US,CO,39.483776,-86.016634
63101-296323,US,CO,39.677094,-86.3705
75637-84387,US,LS,42.360176,-71.050881
9463-96686,US,CO,42.359121,-71.0556
52529-282444,US,CO,42.360444,-71.054273
875-1777,US,CO,42.357898,-71.057821
57033-290780,US,LS,42.35487,-71.060916
7531-11037,US,CO,42.35561,-71.061057
883-1775,US,CO,42.359465,-71.059376
7564-15894,US,CO,42.352251,-71.064439
29352-253344,US,CO,42.35082,-71.069877
801-1782,US,CO,42.356349,-71.069312
857-1779,US,CO,42.361026,-71.066486
830-1760,US,CO,42.351504,-71.072997
822-1781,US,CO,42.348457,-71.076293
66483-300634,US,LS,42.348554,-71.077315
49088-266966,US,CO,42.347063,-71.078989
24093-234965,US,LS,42.348016,-71.079768
7544-27387,US,CO,42.349256,-71.080937
872-1783,US,CO,42.34811,-71.08715
8742-93728,US,CO,42.363916,-71.088092
58686-292788,US,LS,42.374134,-71.083892
75728-95019,US,LS,30.203017,-81.385616
8509-177984,US,CO,30.188135,-81.380277
47391-255354,US,CO,30.110249,-81.417268
11617-104966,US,CO,30.013886,-81.392231
11531-104304,US,CO,42.801745,-71.537583
23424-230204,US,CO,42.551463,-71.476753
76403-93246,US,LS,42.527313,-71.713782
8956-95480,US,CO,42.53507,-71.741658
7835-68480,US,CO,42.47491,-71.451609
13815-96547,US,CO,36.127234,-97.056261
73841-121689,US,LS,36.725833,-97.065973
61432-295321,US,CO,36.737377,-97.067929
20757-186525,US,CO,29.642791,-98.481264
12954-153666,US,CO,29.599824,-98.418621
57604-289495,US,CO,29.534825,-98.393358
26363-243992,US,LS,41.040402,-111.966523
19032-182068,US,CO,40.985882,-111.908865
10703-101354,US,CO,40.92062,-111.887167
59804-290912,US,LS,40.918621,-111.886887
20321-204364,US,CO,40.884448,-111.890484
22873-222264,US,LS,40.882136,-111.88388
49728-250764,US,LS,40.863327,-111.897888
28132-247129,US,CO,40.861831,-111.897964
13989-108295,US,CO,40.696233,-111.95839
74211-17927,US,LS,39.585683,-77.011893
74387-119304,US,LS,39.408123,-76.949165
24843-237494,US,LS,39.411458,-76.948896
9402-95636,US,CO,36.114882,-115.091642
47949-259684,US,LS,36.116712,-115.090027
5919-237353,US,CO,37.299198,-120.481211
10491-100667,US,CO,37.28874,-120.454172
55609-288910,US,CO,37.072956,-120.834637
6817-83249,US,CO,37.05732,-120.833569
76915-130367,US,LS,37.056733,-120.871953
14504-108369,US,CO,37.055883,-120.874561
7977-93612,US,CO,37.12609,-120.256441
3420-93705,US,CO,37.099016,-121.015563
24561-227685,US,CO,29.916356,-81.409142
55669-288827,US,LS,29.892002,-81.3137
19918-202884,US,LS,29.874391,-81.323582
54075-255548,US,LS,29.85843,-81.266662
14137-113152,US,CO,33.109587,-83.255949
15954-152665,US,LS,33.153337,-83.272142
29160-251424,US,LS,33.005038,-83.545989
8630-75222,US,CO,32.899757,-83.687854
10196-98736,US,CO,32.873381,-83.708322
50204-241590,US,LS,32.744934,-83.713609
66071-299659,US,CO,33.042161,-83.939088
63900-296742,US,LS,32.597037,-83.581777
10730-102458,US,CO,32.617914,-83.673731
73822-120484,US,LS,32.618681,-83.695418
29209-252186,US,CO,32.541972,-82.951504
79285-100849,US,LS,32.544505,-82.937463
15822-141205,US,LS,32.552695,-83.659817
11768-104423,US,CO,34.690585,-82.834429
18280-147686,US,LS,34.681369,-82.841421
53730-249614,US,LS,34.679835,-82.830694
19668-195745,US,LS,34.677188,-82.834229
16458-168766,US,LS,34.701571,-82.795579
19476-201164,US,LS,34.700092,-82.93755
56888-290447,US,CO,34.693514,-82.978647
56069-289238,US,CO,34.580309,-82.714822
17084-172564,US,CO,34.552437,-82.67827
52135-279233,US,LS,34.510205,-82.755761
63571-298205,US,LS,34.353873,-82.911905
65458-296763,US,CO,34.352566,-82.929065
65073-297901,US,CO,34.570084,-83.306252
58027-291901,US,LS,34.573373,-83.311519
11984-104952,US,CO,33.319833,-111.891429
6635-63359,US,CO,33.321329,-111.911613
6885-279865,US,CO,33.335508,-111.878131
21646-209784,US,CO,33.334188,-111.912827
15746-160304,US,CO,33.319416,-111.927216
20279-173852,US,LS,33.321719,-111.930052
5907-254777,US,CO,33.349299,-111.858629
6722-265245,US,CO,33.304983,-111.947093
21650-213844,US,CO,41.79849,-87.743227
50882-276493,US,CO,41.793384,-87.703271
2372-8853,US,CO,41.807366,-87.742756
76178-93198,US,LS,41.812467,-87.722433
78073-106971,US,LS,32.493383,-93.675707
9604-97206,US,CO,32.527092,-93.701353
10271-99778,US,CO,32.442431,-93.71721
18029-182674,US,LS,32.444656,-93.721935
22310-218126,US,LS,32.550592,-93.707361
72637-32280,US,LS,32.43975,-93.719657
11513-104301,US,CO,32.457175,-93.746928
76799-108309,US,LS,32.559069,-93.707422
11357-103956,US,CO,32.559467,-93.713389
47251-251624,US,LS,32.393439,-93.729741
13854-108469,US,CO,32.397889,-93.760305
14540-119825,US,CO,37.799257,-122.449352
531-475,US,CO,37.800645,-122.43854
9976-96246,US,CO,27.078611,-82.425427
13680-107883,US,CO,37.363341,-81.052556
75719-95574,US,LS,37.47476,-81.067994
14122-110924,US,CO,36.95877,-81.097094
9994-91072,US,CO,37.803214,-81.179263
75490-247808,US,LS,37.14006,-80.551982
72449-8937,US,LS,37.802316,-81.213029
60963-294746,US,LS,37.120705,-80.531715
3447-94619,US,CO,37.235092,-80.43411
22896-219072,US,LS,37.233148,-80.420943
56857-286737,US,LS,37.21692,-80.402637
9785-292970,US,CO,37.167255,-80.421666
25094-227626,US,CO,37.215212,-80.400981
17002-175727,US,LS,37.157604,-80.424047
29554-245344,US,LS,37.136529,-80.413778
65030-297277,US,CO,37.135931,-80.362299
61957-296309,US,LS,36.677863,-80.89576
75473-106433,US,LS,41.406799,-75.655986
13329-106767,US,CO,41.408193,-75.66767
10082-99076,US,CO,41.363944,-75.680712
59797-290582,US,LS,41.467499,-75.639091
2955-92701,US,CO,41.467307,-75.636913
11937-99368,US,CO,41.487,-75.695407
10083-99628,US,CO,41.23765,-75.855489
61921-295473,US,CO,41.257183,-75.89202
27922-246689,US,LS,41.24302,-75.887579
65832-300323,US,LS,42.086468,-75.972698
13263-106974,US,CO,42.092372,-75.950159
75273-97583,US,LS,36.815187,-114.066043
54182-286443,US,CO,36.80992,-114.062368
11445-251305,US,CO,34.234368,-118.255964
74599-87828,US,LS,34.230013,-118.248845
5301-219,US,CO,34.222108,-118.235498
51757-279004,US,CO,34.216311,-118.226241
5705-7827,US,CO,34.206002,-118.217606
16782-10773,US,CO,34.205275,-118.22782
52847-253491,US,LS,34.151603,-118.024814
13624-106909,US,CO,45.007638,-93.176366
2209-658,US,CO,45.011115,-93.17761
23753-154129,US,LS,45.012394,-93.174095
76441-90372,US,LS,45.007743,-93.16476
17498-147376,US,LS,44.966316,-93.165565
23000-226785,US,CO,44.981365,-93.235325
2488-21281,US,CO,44.973956,-93.229931
72645-32261,US,LS,45.055847,-93.144711
21376-209526,US,CO,45.05709,-93.147875
76771-108255,US,LS,44.954349,-93.155397
2211-236704,US,CO,44.948278,-93.166716
10156-99311,US,CO,44.939827,-93.144813
49710-266984,US,LS,45.079517,-93.119852
2462-18999,US,CO,44.945363,-93.095257
20341-204767,US,LS,45.050379,-93.062016
55976-289397,US,LS,44.939812,-93.089492
57157-290851,US,CO,45.00599,-93.024686
65573-299678,US,LS,45.01639,-93.021636
25515-241175,US,CO,45.078811,-93.05713
27985-249186,US,CO,45.038316,-93.018614
56276-289226,US,LS,45.013297,-93.009757
20425-204771,US,LS,44.95103,-93.02734
8777-94367,US,CO,47.732951,-122.291903
3577-102132,US,LS,47.733364,-122.310633
13187-152144,US,LS,47.718001,-122.311984
5699-5388,US,CO,38.730797,-120.786866
8623-3198,US,CO,38.713293,-120.838983
74477-67020,US,LS,38.714351,-120.839617
61452-295631,US,LS,38.710222,-120.843481
20224-203884,US,CO,38.922688,-121.058971
6936-88821,US,CO,39.095129,-120.950246
27271-180847,US,CO,29.723225,-95.467411
79764-107537,US,LS,29.721297,-95.441295
74642-80100,US,LS,29.672726,-95.459161
23475-230544,US,CO,29.535202,-95.52321
27057-242284,US,CO,29.682455,-95.457961
76320-96020,US,LS,29.686857,-95.462253
6240-684,US,CO,29.688855,-95.462051
6338-12248,US,CO,29.705483,-95.440396
6292-1804,US,CO,29.707267,-95.468217
75883-100937,US,LS,42.965838,-85.673735
75838-83161,US,LS,42.966802,-85.672194
75488-108421,US,LS,42.964876,-85.680115
66055-299955,US,CO,42.960824,-85.670348
16239-166644,US,CO,42.971117,-85.666487
54551-286722,US,CO,42.971892,-85.640222
72713-39100,US,LS,42.95177,-85.61431
2521-39719,US,CO,42.950462,-85.614836
17418-162467,US,LS,42.97237,-85.73603
17635-183836,US,LS,43.0224,-85.689073
13956-109045,US,CO,43.023058,-85.689687
72715-117534,US,LS,42.929962,-85.608482
48198-262066,US,CO,42.926845,-85.605779
55139-288946,US,CO,43.018481,-85.724544
72789-74344,US,LS,42.99664,-85.594001
2661-68041,US,CO,43.000892,-85.591044
8181-141444,US,LS,42.999612,-85.587496
72986-96628,US,LS,42.970992,-85.777065
21281-198344,US,LS,42.945458,-85.554107
11878-105181,US,CO,43.057771,-85.580326
54874-288619,US,CO,42.916201,-85.500918
59369-293260,US,LS,42.955245,-85.484726
25718-108422,US,LS,42.961433,-85.88864
72915-93016,US,LS,43.119443,-85.602087
72714-39122,US,LS,43.114959,-85.547254
50254-272909,US,LS,43.147983,-85.711346
19228-186545,US,LS,42.971159,-85.942587
26877-242964,US,CO,39.748841,-122.204608
14463-119484,US,CO,38.254558,-122.066486
9686-96963,US,CO,38.013121,-121.890334
47055-256550,US,CO,38.530519,-121.956238
6914-73214,US,CO,38.013407,-121.868112
9286-95586,US,CO,37.998169,-121.873553
13993-113968,US,CO,38.001892,-121.84015
11284-103571,US,CO,40.846328,-81.945053
48987-265404,US,CO,40.492686,-81.472165
73770-104071,US,LS,37.731077,-89.183025
59412-293615,US,CO,37.728421,-89.200307
75239-74503,US,LS,37.712799,-89.218287
17637-183829,US,LS,37.749055,-88.979998
53845-286047,US,CO,37.742867,-88.97013
79461-104069,US,LS,37.742629,-88.945498
17617-170584,US,LS,37.312719,-89.532347
76616-100211,US,LS,37.3271,-89.5636
13714-105548,US,CO,37.303183,-89.577467
48900-254804,US,LS,38.311697,-88.94331
51254-277191,US,CO,38.31282,-88.945798
61227-295641,US,CO,41.816844,-87.724111
61845-295642,US,CO,41.831235,-87.744087
76375-96994,US,LS,41.839575,-87.741683
27892-248045,US,CO,41.78013,-87.645111
76564-96763,US,LS,41.835532,-87.674862
47362-256704,US,CO,41.837838,-87.646504
10634-101745,US,CO,41.830878,-87.626746
18244-180585,US,LS,41.791196,-87.603985
63610-298006,US,LS,41.824225,-87.615624
57238-291230,US,CO,41.872778,-87.676802
24173-212246,US,LS,41.789838,-87.597159
2827-87440,US,CO,41.79521,-87.596777
53523-277884,US,LS,41.852632,-87.634584
48892-247368,US,LS,34.825981,-89.982182
55372-289207,US,CO,36.189315,-86.745814
50782-253644,US,LS,36.163663,-86.778505
8414-18705,US,CO,36.163646,-86.780073
9911-98894,US,CO,41.859007,-88.05802
2205-1473,US,CO,41.876582,-88.065834
11541-103628,US,CO,40.071016,-80.865814
19223-105642,US,LS,40.075448,-80.872892
79209-93057,US,LS,40.074247,-80.699867
57884-291461,US,CO,40.060094,-80.599486
76678-104494,US,LS,40.056584,-80.599128
55732-285706,US,LS,40.368042,-80.639423
15953-102925,US,LS,40.396831,-80.553868
56916-289578,US,LS,40.187905,-80.227484
72786-74440,US,LS,40.186353,-80.223771
2867-90263,US,CO,40.184158,-80.219859
58838-292047,US,CO,39.994756,-81.575136
8994-90260,US,CO,40.262881,-80.173129
9992-98954,US,CO,40.265922,-80.129859
21505-212424,US,CO,40.543042,-80.192524
11560-104853,US,CO,33.094996,-96.114575
65676-294334,US,LS,33.243573,-95.907429
60118-285817,US,CO,32.962671,-96.3447
75595-76281,US,LS,32.907644,-96.450119
9538-97148,US,CO,32.702932,-96.276311
25683-242127,US,CO,32.718114,-96.321923
29134-252021,US,CO,33.114912,-95.596155
75458-107451,US,LS,43.128977,-77.629718
7310-169926,US,CO,43.122828,-77.618103
50423-266950,US,LS,43.156588,-77.6083
47825-258524,US,CO,43.094364,-77.633398
28870-251724,US,CO,43.08759,-77.625424
7360-1050,US,CO,43.088912,-77.608892
14142-113644,US,CO,43.131683,-77.688629
7315-1049,US,CO,43.126883,-77.564556
56286-286649,US,LS,43.077738,-77.632169
7657-246185,US,CO,43.113071,-77.549769
61896-296408,US,CO,43.068334,-77.608243
76676-104742,US,LS,43.197139,-77.57628
9960-98404,US,CO,43.187825,-77.701013
7380-220964,US,CO,43.198527,-77.577464
13451-106956,US,CO,43.206364,-77.670737
3869-141270,US,LS,43.10684,-77.74644
7294-264424,US,CO,43.09043,-77.513486
48249-262068,US,CO,43.209682,-77.697334
61429-294578,US,CO,43.190488,-77.50192
65865-297824,US,CO,43.132369,-77.442034
17890-171967,US,LS,43.127827,-77.441284
11540-103906,US,CO,43.209804,-77.460343
2788-298597,US,CO,43.069429,-77.43898
76411-96651,US,LS,43.211332,-77.450643
56264-288984,US,LS,43.034162,-77.447717
9277-95484,US,CO,43.028587,-77.442642
7710-39860,US,CO,43.02844,-77.438662
13154-146884,US,LS,42.796683,-77.821897
13353-105357,US,CO,42.877497,-77.262669
76920-135784,US,LS,43.009968,-78.209552
5275-747,US,CO,33.979666,-118.465363
20538-186785,US,LS,33.999087,-118.461491
76949-131627,US,LS,34.023407,-118.373792
75143-74261,US,LS,41.850141,-87.615831
51275-241742,US,LS,41.85267,-87.623192
17667-177264,US,LS,41.851673,-87.612742
75309-74531,US,LS,41.85188,-87.612334
72145-8809,US,LS,41.864408,-87.639885
2639-55899,US,CO,41.867243,-87.626055
76275-90356,US,LS,41.867654,-87.630728
47692-256629,US,LS,41.799707,-87.59405
226-177445,US,CO,41.799755,-87.587608
18958-191084,US,LS,41.884817,-87.619808
2264-566,US,CO,41.885144,-87.621479
