storeNumber,countryCode,ownershipTypeCode,latitude,longitude
72875-74151,US,LS,40.102837,-83.161387
9278-233104,US,CO,40.035036,-83.016343
47562-229644,US,CO,40.259008,-82.922854
51712-267569,US,LS,40.032252,-83.016075
76757-108119,US,LS,40.056635,-82.920842
24487-122185,US,LS,40.029948,-83.034887
13836-109044,US,CO,40.267302,-82.930452
66073-300359,US,LS,40.052993,-82.912523
2350-5968,US,CO,40.049711,-82.914352
55339-288416,US,LS,40.043256,-82.922352
23322-220984,US,LS,40.023312,-83.05906
13861-108283,US,CO,40.022939,-83.059636
76414-90406,US,LS,40.038262,-83.122574
58963-273276,US,LS,40.246151,-82.868188
74314-75585,US,LS,47.621138,-122.630547
2984-88120,US,CO,47.626674,-122.628285
48891-250288,US,LS,47.609181,-122.627298
22724-213124,US,CO,47.596192,-122.629976
65340-291817,US,LS,47.656335,-122.67512
74269-51939,US,LS,47.651451,-122.688502
3337-231784,US,CO,47.650789,-122.692513
79559-99766,US,LS,47.570002,-122.6527
57544-290685,US,CO,47.567616,-122.633417
371-280584,US,CO,47.659954,-122.686454
49720-269869,US,LS,47.659072,-122.69384
8847-94359,US,CO,47.563459,-122.625201
16935-160805,US,CO,47.568219,-122.667371
74276-52039,US,LS,47.635093,-122.519191
21929-213125,US,CO,47.635538,-122.51725
73343-23310,US,LS,47.535444,-122.610154
75379-103825,US,LS,47.689502,-122.711891
58682-292469,US,CO,47.53425,-122.608508
3263-1938,US,CO,47.51919,-122.62719
47601-258979,US,LS,47.518013,-122.629847
335-244807,US,CO,47.73393,-122.636344
20160-203525,US,LS,47.737336,-122.635589
73740-94700,US,LS,47.503259,-122.629372
73115-21392,US,LS,47.496262,-122.652071
8934-231785,US,CO,47.755481,-122.661047
3306-2068,US,CO,47.57883,-122.411157
348-76040,US,CO,47.639717,-122.399802
15947-155025,US,LS,47.579567,-122.38632
339-102,US,CO,47.581034,-122.384074
5119-100714,US,LS,47.670638,-122.387273
318-80,US,CO,47.668875,-122.385
9447-95022,US,CO,47.62982,-122.372098
24837-236918,US,CO,47.560942,-122.386586
5124-142239,US,LS,47.561286,-122.384684
74972-101072,US,LS,47.55983,-122.384892
19991-199464,US,CO,47.666939,-122.375908
74169-118686,US,LS,47.668564,-122.37439
11668-103809,US,CO,47.564283,-122.377043
58970-139829,US,LS,47.660595,-122.36859
02-Jun,US,CO,47.54463,-122.387521
74395-50719,US,LS,47.623776,-122.357803
3355-42599,US,CO,47.622934,-122.356908
74260-112986,US,LS,47.69018,-122.376189
314-8,US,CO,47.638249,-122.357156
79503-101467,US,LS,47.637724,-122.35628
04-Mar,US,CO,47.621052,-122.350799
79485-102667,US,LS,47.624725,-122.347263
370-211284,US,CO,47.649834,-122.350135
3296-9257,US,CO,47.61255,-122.342777
301-67,US,CO,47.610047,-122.342591
6607-68400,US,CO,37.320945,-121.949126
5913-29495,US,CO,37.3259,-121.943783
5730-8405,US,CO,37.328332,-121.966114
20170-170947,US,CO,37.319881,-121.973086
7981-95789,US,CO,37.339571,-121.938608
6536-62039,US,CO,37.334374,-121.924099
74299-76584,US,LS,37.345384,-121.936551
75981-107178,US,LS,37.338166,-121.974929
23498-215304,US,LS,37.349884,-121.960357
5619-1443,US,CO,37.352143,-121.936609
614-328,US,CO,37.351794,-121.967752
10258-97530,US,CO,37.341369,-121.911566
5436-164304,US,CO,37.350394,-121.922099
76549-97423,US,LS,37.339363,-121.90456
5920-36180,US,CO,37.338428,-121.994868
5240-698,US,CO,37.292856,-121.988874
25008-237605,US,LS,37.291261,-121.989579
51097-253104,US,CO,37.292687,-121.996211
5324-889,US,CO,37.335277,-121.89287
9119-150667,US,LS,37.365956,-121.925806
5686-4550,US,CO,37.353039,-121.997218
6031-146084,US,LS,37.369211,-121.92923
79676-121302,US,LS,37.309751,-122.012288
66054-299622,US,CO,37.338325,-121.886364
5763-13888,US,CO,37.369269,-121.920357
11900-99680,US,CO,37.370936,-121.917197
13603-108434,US,CO,37.352595,-122.007793
26026-207968,US,LS,37.336672,-121.880112
17714-155684,US,CO,37.280099,-121.999902
50091-257369,US,CO,37.367611,-121.9941
730-977,US,CO,38.82322,-77.161979
7529-11784,US,CO,38.836096,-77.156484
56389-290138,US,LS,38.818712,-77.140463
9280-94209,US,CO,38.812279,-77.184005
24482-238091,US,CO,38.804685,-77.133272
7368-1245,US,CO,38.830836,-77.125706
74215-35040,US,LS,38.832243,-77.201037
76295-90966,US,LS,38.844797,-77.118639
749-579,US,CO,38.847819,-77.12043
66643-299730,US,LS,38.84085,-77.10686
741-708,US,CO,38.869398,-77.151603
13182-154224,US,LS,38.868369,-77.141795
59266-293440,US,LS,38.870679,-77.15368
74909-80760,US,LS,38.869773,-77.144669
737-972,US,CO,38.775268,-77.171054
61948-296302,US,LS,38.779856,-77.190117
20996-208845,US,LS,38.775581,-77.176192
11153-95948,US,CO,38.779097,-77.189985
23178-106805,US,CO,38.774613,-77.175052
56507-290155,US,LS,38.773857,-77.173144
73933-107416,US,LS,38.86595,-77.195826
7242-705,US,CO,38.773425,-77.137267
79357-98320,US,LS,38.772631,-77.135164
7305-852,US,CO,38.829859,-77.09192
74246-67220,US,LS,38.770825,-77.139424
23470-204208,US,LS,38.827787,-77.089693
60328-294464,US,LS,38.858899,-77.10256
47399-257164,US,LS,38.883797,-77.174102
7585-19039,US,CO,38.884731,-77.174131
20639-113069,US,LS,38.80799,-77.08426
10090-98950,US,CO,38.808561,-77.083505
75782-36279,US,LS,38.880765,-77.114484
7321-269109,US,CO,38.866475,-77.230114
49694-270744,US,CO,38.882317,-77.11627
7389-1290,US,CO,38.881429,-77.111428
718-1123,US,CO,38.779945,-77.235457
18118-171964,US,LS,38.872997,-77.229804
24498-238089,US,CO,38.86347,-77.084023
8136-83723,US,CO,38.801602,-77.072033
721-2016,US,CO,38.894498,-77.188339
7579-291384,US,CO,38.896145,-77.139539
7820-54122,US,CO,38.883029,-77.103657
74442-79584,US,LS,38.896917,-77.139405
17055-159609,US,CO,38.845569,-77.068052
59243-290362,US,LS,38.775288,-77.0829
22728-159605,US,CO,38.881788,-77.229559
7334-1168,US,CO,38.771405,-77.083579
11824-104645,US,CO,38.802619,-77.061939
75855-97317,US,LS,38.807017,-77.059617
23939-232284,US,LS,38.873294,-77.079428
5460-1523,US,CO,36.808901,-119.712647
21583-196509,US,LS,36.834184,-119.912566
48038-261065,US,CO,36.834841,-119.918241
719-1122,US,CO,38.894146,-77.021703
7784-66360,US,CO,38.896625,-77.026807
23466-230290,US,CO,38.899649,-77.026782
70004-26515,US,LS,38.899125,-77.02774
49899-271484,US,CO,38.901717,-77.023164
10725-100383,US,CO,38.901819,-77.025596
9392-95294,US,CO,38.885926,-77.019706
79779-121145,US,LS,38.903546,-77.017687
728-239264,US,CO,38.900031,-77.03224
58385-290202,US,LS,38.883923,-77.024418
11869-105617,US,CO,38.884498,-77.029747
7759-93448,US,CO,38.89788,-77.006229
7676-20500,US,CO,38.902778,-77.034394
735-968,US,CO,38.89871,-77.040402
17827-160146,US,CO,38.905513,-77.006101
7610-17294,US,CO,38.88682,-77.002222
8076-150985,US,LS,38.877487,-77.016924
7369-1383,US,CO,38.901459,-77.042301
7281-766,US,CO,38.903622,-77.040988
7845-71781,US,CO,38.909788,-77.033027
8666-86881,US,CO,38.89616,-77.044678
23832-233225,US,CO,38.900102,-76.997452
21772-214865,US,CO,38.904006,-77.045206
8759-86882,US,CO,38.89943,-77.048598
10898-102107,US,CO,38.876207,-77.003603
7892-52479,US,CO,38.883651,-76.995154
75238-85016,US,LS,38.901041,-77.050439
702-1112,US,CO,38.910411,-77.043632
16039-167106,US,LS,38.876197,-76.999802
7685-38819,US,CO,38.916859,-77.037051
7815-75280,US,CO,38.919865,-77.021741
10229-99170,US,CO,38.905129,-77.051826
62841-294405,US,LS,38.883546,-76.986554
13641-108262,US,CO,38.902094,-77.060228
7877-83860,US,CO,38.92271,-77.042995
74866-97711,US,LS,38.90056,-76.97944
65773-299871,US,LS,38.870142,-77.054941
13234-107243,US,CO,38.929424,-77.032473
51915-279644,US,CO,38.905246,-77.067681
60667-291788,US,LS,38.916419,-76.9817
55104-288492,US,CO,38.863661,-76.990408
75807-97318,US,LS,38.860595,-77.050332
7457-3068,US,CO,38.894193,-77.07394
722-970,US,CO,38.915034,-77.067529
24476-238094,US,CO,38.86255,-77.056502
26920-244465,US,LS,38.865072,-77.05997
74162-27507,US,LS,38.895103,-77.075259
7172-150404,US,LS,38.916338,-77.067192
22797-220545,US,LS,38.855945,-77.043868
9317-225904,US,CO,38.864166,-77.060442
877-1541,US,CO,41.14643,-73.495075
805-1543,US,CO,41.108063,-73.546992
9493-97222,US,CO,41.156313,-73.423316
23639-218124,US,CO,41.098066,-73.444704
7580-11036,US,CO,41.190311,-73.431314
7230-546,US,CO,41.078739,-73.468895
7864-83541,US,CO,41.121625,-73.404327
7366-1264,US,CO,41.066825,-73.545279
76269-80253,US,LS,41.055089,-73.541548
804-1790,US,CO,41.141348,-73.362035
14466-113795,US,CO,41.043945,-73.55832
815-1542,US,CO,41.042574,-73.577512
7505-247007,US,CO,41.138433,-73.330576
7287-1158,US,CO,41.291525,-73.493335
4196-138149,US,LS,41.13819,-73.30148
829-1539,US,CO,41.032866,-73.624236
806-1538,US,CO,41.024759,-73.625312
10264-99992,US,CO,41.141437,-73.262251
16976-171604,US,LS,41.140894,-73.258463
78076-110824,US,LS,41.046686,-73.70075
76318-95721,US,LS,41.216313,-73.722586
7668-7210,US,CO,41.181545,-73.252475
814-2012,US,CO,41.207159,-73.729073
60021-294281,US,CO,41.178724,-73.754572
8795-86240,US,CO,41.002644,-73.681335
72572-101779,US,LS,41.175681,-73.22893
7326-597,US,CO,41.15918,-73.772635
813-2013,US,CO,40.983372,-73.684877
76967-137802,US,LS,41.230714,-73.227025
11855-104411,US,CO,41.134316,-73.793248
59242-290749,US,LS,41.032405,-73.765957
14159-294088,US,CO,41.38041,-73.480777
3466-94078,US,CO,41.032126,-73.767458
58216-101791,US,LS,41.255392,-73.216438
22995-226726,US,CO,41.178454,-73.181667
79407-104050,US,LS,41.3342,-73.6976
7252-270284,US,CO,41.245475,-73.199139
7484-6526,US,CO,41.39226,-73.522482
9601-97421,US,CO,41.32809,-73.266896
7504-7590,US,CO,41.274835,-73.780467
9369-96113,US,CO,41.151858,-73.82909
50481-275067,US,CO,41.04772,-73.808131
27437-247551,US,CO,41.017153,-73.799582
22943-210770,US,CO,41.410451,-73.455755
29709-254895,US,CO,40.984427,-73.777042
47021-256346,US,CO,41.40731,-73.416332
56391-286054,US,LS,41.061241,-73.837259
76306-93245,US,LS,41.233475,-73.151583
2879-90761,US,CO,41.1441,-73.861873
9265-96045,US,CO,41.198997,-73.133723
536-364,US,CO,34.059427,-118.444728
16280-166728,US,LS,34.062796,-118.443718
5494-404,US,CO,34.062501,-118.447391
79355-103604,US,LS,34.063359,-118.443906
59163-293371,US,CO,34.054096,-118.440301
5738-10772,US,CO,34.047554,-118.445226
57613-290310,US,CO,34.045968,-118.451081
508-451,US,CO,34.053728,-118.466123
5565-1850,US,CO,34.04316,-118.431672
53489-261812,US,LS,34.042392,-118.458605
659-333,US,CO,34.064485,-118.4694
5337-1197,US,CO,34.038106,-118.440928
546-489,US,CO,34.039601,-118.429978
22711-223785,US,LS,34.044893,-118.467009
5213-293,US,CO,34.040344,-118.463325
9232-9081,US,CO,34.061035,-118.414937
18381-179547,US,LS,34.034706,-118.449013
9228-279424,US,CO,34.059002,-118.41325
5401-721,US,CO,34.066665,-118.410299
53505-281185,US,LS,34.026325,-118.432704
26527-244452,US,CO,34.027255,-118.427764
57520-290634,US,CO,34.025548,-118.431257
74737-98608,US,LS,34.026617,-118.427083
647-365,US,CO,34.036049,-118.477694
7975-95815,US,CO,34.03272,-118.475271
505-448,US,CO,34.070585,-118.402361
5394-981,US,CO,34.022724,-118.43899
23517-218564,US,CO,34.024321,-118.460833
5257-292,US,CO,34.064608,-118.39884
18380-179545,US,LS,34.027324,-118.473417
55900-289763,US,CO,34.047771,-118.491403
5493-1376,US,CO,34.019695,-118.454751
5826-5897,US,CO,34.02732,-118.474858
49536-267345,US,CO,34.018891,-118.422295
671-312,US,CO,34.059476,-118.389593
6451-54039,US,CO,34.03105,-118.400976
74799-98878,US,LS,34.026745,-118.489943
19895-184244,US,CO,34.024267,-118.49168
50325-273965,US,CO,34.017095,-118.405418
5250-901,US,CO,34.027136,-118.392767
5771-15093,US,CO,34.022193,-118.39623
79544-104485,US,LS,34.02775,-118.500081
74781-98357,US,LS,34.017371,-118.489905
62208-295638,US,LS,34.043932,-118.379214
5758-13907,US,CO,34.063584,-118.376354
22640-223084,US,CO,34.003247,-118.433707
15821-141204,US,LS,34.171166,-84.416305
70345-137983,US,LS,34.237465,-84.457926
18730-112871,US,CO,34.236507,-84.455346
8591-70964,US,CO,34.248526,-84.47857
50266-268425,US,CO,34.121137,-84.745413
63053-297205,US,LS,34.092162,-84.339161
48905-250893,US,LS,34.171808,-84.777138
11871-104445,US,CO,34.172121,-84.781199
50429-274225,US,LS,34.172507,-84.785876
979-6952,US,CO,34.039236,-84.303706
52844-274206,US,LS,34.254483,-84.357949
626-348,US,CO,37.428336,-121.92099
17972-174645,US,CO,37.429257,-121.909332
5247-390,US,CO,37.43478,-121.900493
79582-104979,US,LS,37.433107,-121.897331
6758-78660,US,CO,37.451614,-121.92149
20440-204464,US,CO,37.403014,-121.933131
6476-60519,US,CO,37.43556,-121.885799
63247-296450,US,CO,37.416981,-121.955038
8173-154308,US,LS,37.41805,-121.956218
6862-81622,US,CO,37.398163,-121.923704
49749-265124,US,CO,37.402065,-121.940182
22279-219004,US,CO,37.417586,-121.875787
27569-245714,US,LS,37.413926,-121.876472
74337-122544,US,LS,37.394671,-121.947547
3457-73037,US,CO,37.385351,-121.927919
5442-1200,US,CO,37.383251,-121.894407
3458-286263,US,CO,37.387424,-121.960145
55003-242865,US,LS,37.396359,-121.974187
74339-67062,US,LS,37.489656,-121.927462
24493-236928,US,CO,37.387197,-121.861853
5939-45459,US,CO,37.491184,-121.929821
5412-401,US,CO,37.389122,-121.983448
51096-253106,US,CO,37.381107,-121.974409
64950-294655,US,LS,37.370382,-121.881735
10493-101266,US,CO,37.373108,-121.872943
15946-156028,US,LS,37.374207,-121.844912
16805-164527,US,LS,37.502119,-121.97081
5359-1138,US,CO,37.371359,-121.842343
6551-63799,US,CO,37.511246,-121.947944
9259-96186,US,CO,37.504153,-121.976144
2885-73085,US,CO,37.388356,-122.030362
11899-106794,US,CO,37.366056,-121.827991
7486-6847,US,CO,42.789451,-78.812506
76961-121685,US,LS,42.79201,-78.783713
76673-104724,US,LS,42.878891,-78.698819
63771-294718,US,CO,42.796692,-78.750132
7665-42979,US,CO,42.868477,-78.697501
59087-293268,US,CO,42.748197,-78.853994
22882-217327,US,CO,42.954259,-78.696474
63812-297682,US,LS,42.727554,-78.823643
63813-297678,US,LS,42.766958,-78.631404
8202-570,US,CO,34.021807,-84.268036
76272-89102,US,LS,34.045973,-84.28632
26013-239095,US,CO,34.049566,-84.28725
8449-269644,US,CO,33.98788,-84.273657
8207-214884,US,CO,34.018217,-84.312004
79299-91580,US,LS,34.04965,-84.223102
8571-64726,US,CO,34.059631,-84.235396
27647-247293,US,CO,34.068453,-84.280886
52696-273924,US,LS,34.070886,-84.273094
8318-290726,US,CO,34.068117,-84.294173
15609-145308,US,LS,33.9673,-84.2344
76826-104710,US,LS,34.014463,-84.189067
8508-246707,US,CO,34.089007,-84.274496
8410-13002,US,CO,33.957529,-84.232098
8378-288950,US,CO,34.09329,-84.236661
26654-238724,US,CO,34.046558,-84.179598
76909-128664,US,LS,34.100041,-84.270538
14431-113182,US,CO,33.96879,-84.195216
27829-246956,US,CO,34.003799,-84.170678
987-1106,US,CO,33.949406,-84.335681
9830-97483,US,CO,34.118145,-84.270547
62031-294945,US,CO,34.116928,-84.223631
10445-100938,US,CO,34.094988,-84.174414
985-243145,US,CO,33.92145,-84.314855
76437-90751,US,LS,34.096773,-84.172857
76475-97600,US,LS,33.930407,-84.341555
10481-98629,US,CO,33.923958,-84.341352
17521-168384,US,CO,33.921794,-84.33834
79275-101090,US,LS,33.960693,-84.143761
79260-97098,US,LS,34.145165,-84.249931
27818-248030,US,CO,33.918186,-84.350868
54605-284370,US,CO,33.908273,-84.205741
8201-571,US,CO,33.959539,-84.135543
8501-271945,US,CO,33.920903,-84.168367
62893-297221,US,LS,33.883852,-84.247523
27648-247346,US,CO,33.943191,-84.123057
49207-265791,US,CO,33.883792,-84.31609
70062-136744,US,LS,33.905885,-84.380466
79394-102956,US,LS,33.997954,-84.089942
8216-45,US,CO,35.15323,-80.825539
8563-77006,US,CO,35.151763,-80.830711
25058-237072,US,CO,35.146082,-80.831702
2971-79140,US,CO,35.171274,-80.850698
8240-103436,US,CO,35.177035,-80.799365
8351-13967,US,CO,35.117067,-80.823797
19543-159188,US,LS,35.195285,-80.826624
8210-824,US,CO,35.202104,-80.82453
54173-279258,US,LS,35.106056,-80.808002
8288-1929,US,CO,35.20134,-80.843366
11638-105036,US,CO,35.205918,-80.838842
52425-274266,US,LS,35.201099,-80.866063
8211-819,US,CO,35.212474,-80.817908
49409-266016,US,LS,35.206062,-80.861933
76840-111225,US,LS,35.215054,-80.833313
76129-88986,US,LS,35.108352,-80.87873
58139-291004,US,CO,35.184518,-80.758358
73786-93624,US,LS,35.096528,-80.784604
10324-99035,US,CO,35.136851,-80.904203
19257-182669,US,LS,35.220255,-80.810682
54780-288412,US,CO,35.220286,-80.84547
75310-96262,US,LS,35.222108,-80.845329
8208-820,US,CO,35.22509,-80.843285
19547-192464,US,CO,35.2249,-80.848549
8393-21301,US,CO,35.226578,-80.843243
58305-291740,US,CO,35.226282,-80.845069
10035-99036,US,CO,35.088682,-80.871808
11921-105138,US,CO,35.078109,-80.817006
57996-286250,US,LS,35.228253,-80.844204
51440-274405,US,CO,35.181524,-80.91567
8460-19165,US,CO,35.233675,-80.850512
8572-82300,US,CO,35.136613,-80.937139
48507-263206,US,LS,35.060708,-80.813478
76455-98968,US,LS,35.060222,-80.813466
11968-104874,US,CO,35.058606,-80.813197
79297-87751,US,LS,35.066452,-80.771746
8554-35022,US,CO,35.063338,-80.773747
14981-156052,US,LS,35.123244,-80.709135
9362-49959,US,CO,35.055269,-80.851382
17807-165784,US,LS,35.052179,-80.849531
8697-93960,US,CO,35.128033,-80.70285
47070-249615,US,LS,35.104106,-80.940324
56528-289812,US,LS,35.055137,-80.770743
60029-292513,US,CO,35.093003,-80.935143
29481-252464,US,CO,35.053665,-80.769121
49412-266017,US,LS,35.041699,-80.850976
50153-272404,US,LS,35.220768,-80.940259
72362-5660,US,LS,35.218538,-80.942383
75659-86880,US,LS,35.220768,-80.941785
76552-97053,US,LS,35.037449,-80.808173
7382-1553,US,CO,42.366427,-71.181086
10155-99929,US,CO,42.359008,-71.185313
51917-279965,US,CO,42.38026,-71.174964
3773-129826,US,LS,42.364217,-71.156993
7686-30016,US,CO,42.358867,-71.154354
24092-234969,US,LS,42.388138,-71.191459
7823-78561,US,CO,42.348748,-71.159854
7384-1592,US,CO,42.350435,-71.207591
24098-234966,US,LS,42.37545,-71.149085
871-1787,US,CO,42.397256,-71.175393
51535-269705,US,LS,42.362684,-71.136118
8873-95110,US,CO,42.388803,-71.142456
8741-93727,US,CO,42.330258,-71.194991
52691-282765,US,CO,42.363518,-71.130056
16439-160205,US,CO,42.336278,-71.150133
22253-218826,US,CO,42.348463,-71.134108
51538-273286,US,LS,42.352729,-71.123523
29474-246890,US,LS,42.321231,-71.17575
7102-153944,US,CO,42.373381,-71.119206
24100-234968,US,LS,42.319009,-71.17515
827-1797,US,CO,42.381903,-71.119934
811-198265,US,CO,42.318691,-71.176372
11684-105257,US,CO,42.357962,-71.115104
867-1793,US,CO,42.342587,-71.12163
810-1796,US,CO,42.373886,-71.11295
7702-37759,US,CO,42.35055,-71.114551
51544-273284,US,LS,42.389798,-71.118192
50017-272327,US,CO,42.348443,-71.247605
7502-8325,US,CO,42.395759,-71.122297
2764-91103,US,CO,42.386083,-71.114181
7205-1788,US,CO,42.414751,-71.15099
835-2031,US,CO,42.32642,-71.230214
72111-5607,US,LS,42.351153,-71.108963
7481-6506,US,CO,42.333719,-71.118719
7338-543,US,CO,42.365661,-71.103707
23761-166164,US,CO,42.411145,-71.233176
7364-1204,US,CO,42.425296,-71.188507
70015-115685,US,LS,42.349396,-71.103118
20891-200044,US,CO,42.379376,-71.261223
7224-541,US,CO,42.338563,-71.106233
7270-614,US,CO,42.309509,-71.214397
72107-5606,US,LS,42.349502,-71.099943
22802-199167,US,LS,42.337244,-71.105686
11726-105182,US,CO,42.344278,-71.101407
7804-58220,US,CO,42.337712,-71.104718
24097-234964,US,LS,42.343531,-71.100818
19315-200564,US,LS,42.344387,-71.099635
7283-702,US,CO,42.417263,-71.126401
880-2009,US,CO,42.303253,-71.152063
16917-162930,US,LS,42.377651,-71.090108
73592-80260,US,LS,35.605773,-117.674374
6959-271344,US,CO,35.644123,-117.670295
62861-297411,US,CO,35.125713,-117.957483
79638-114968,US,LS,35.617706,-118.47757
8575-70961,US,CO,33.888212,-84.746528
72665-64999,US,LS,33.885431,-84.744743
47957-259865,US,LS,33.910521,-84.822866
17925-103735,US,LS,34.157262,-84.81888
22872-220007,US,LS,34.198392,-84.79247
72688-76609,US,LS,30.16039,-92.049381
14213-112325,US,CO,30.160376,-92.05333
11756-104706,US,CO,30.175027,-92.077119
8694-93854,US,CO,30.186472,-92.075507
14087-112304,US,CO,30.188074,-92.013286
55355-288779,US,LS,30.208831,-92.038303
13648-106205,US,CO,30.145031,-91.946994
76887-121768,US,LS,30.261827,-91.994576
13737-108146,US,CO,29.984909,-91.818966
10313-100107,US,CO,37.310888,-121.809668
10001-99525,US,CO,37.322353,-121.825059
10113-72975,US,CO,37.325195,-121.813844
5295-848,US,CO,37.313967,-121.794017
6590-64800,US,CO,37.331025,-121.811955
26127-243385,US,LS,37.331551,-121.810718
5857-16354,US,CO,37.300556,-121.771908
76431-93183,US,LS,37.339795,-121.840426
9736-81620,US,CO,37.33939,-121.842293
9820-73059,US,CO,37.35749,-121.818032
5676-2765,US,CO,37.232203,-121.775034
25447-240724,US,CO,37.22673,-121.775658
794-7247,US,CO,40.41908,-80.045661
13355-107572,US,CO,40.399505,-80.043776
754-637,US,CO,40.392282,-80.066652
24995-209291,US,LS,40.450064,-80.015619
784-7167,US,CO,40.440248,-80.00223
7887-72865,US,CO,40.442603,-80.002246
21587-211206,US,CO,40.438207,-79.998401
3467-88143,US,CO,40.441481,-79.99488
75267-79853,US,LS,40.436802,-79.990848
26772-226944,US,LS,40.444273,-79.994165
793-13488,US,CO,40.428712,-79.984036
7875-66800,US,CO,40.381444,-80.095669
7903-83502,US,CO,40.356776,-80.052193
7190-145844,US,LS,40.442488,-79.960638
787-8874,US,CO,40.440933,-79.957627
22966-222125,US,LS,40.34713,-80.046946
27117-246871,US,CO,40.443445,-79.955717
18957-164529,US,LS,40.343757,-80.056981
23828-230584,US,CO,40.342018,-80.056035
2900-83500,US,CO,40.4446,-79.948548
760-248038,US,CO,40.337452,-80.026214
22032-217045,US,CO,40.354509,-80.114056
22964-222124,US,LS,40.441332,-80.151492
54170-276644,US,LS,40.466892,-79.952928
7749-63120,US,CO,40.461093,-79.947588
7625-21501,US,CO,40.455786,-79.939517
778-892,US,CO,40.45108,-79.934882
7733-59359,US,CO,40.454469,-80.157046
23186-90980,US,LS,40.456722,-79.93523
7661-28607,US,CO,40.430617,-79.923189
7641-37899,US,CO,40.452665,-80.164445
751-2034,US,CO,40.437738,-79.919179
10521-99822,US,CO,40.45904,-79.927607
7708-52659,US,CO,40.407633,-79.917079
56945-289961,US,LS,40.348499,-79.953545
10052-282465,US,CO,40.450245,-80.173497
15776-156771,US,LS,40.46089,-79.921586
21572-211365,US,LS,40.410703,-79.910059
57943-290797,US,CO,40.456346,-79.915014
22312-211364,US,LS,40.445895,-80.183315
76702-102488,US,LS,40.526553,-80.007681
50119-273032,US,CO,40.33614,-79.947728
776-1621,US,CO,40.530196,-80.010562
76561-96786,US,LS,40.535903,-80.068402
22657-216286,US,LS,40.303724,-80.097196
19628-198244,US,CO,40.542673,-80.008286
19816-200045,US,CO,40.546569,-80.017882
14456-112884,US,CO,40.279568,-80.084573
762-647,US,CO,40.540932,-80.181028
7660-38340,US,CO,40.516461,-80.219944
2619-53139,US,CO,44.789625,-93.210388
60648-292368,US,LS,44.791669,-93.205937
70341-140691,US,LS,44.804256,-93.18662
20688-204064,US,CO,44.814819,-93.214363
47509-257827,US,LS,44.83464,-93.171668
2469-256466,US,CO,44.835508,-93.169568
49954-271967,US,CO,44.735446,-93.218497
72682-76602,US,LS,44.729413,-93.214503
2578-36339,US,CO,44.827178,-93.289171
2705-84660,US,CO,44.854558,-93.24063
76809-110952,US,LS,44.748868,-93.289517
10077-98295,US,CO,44.855062,-93.243339
76896-121294,US,LS,44.72374,-93.17661
23397-220084,US,CO,44.746896,-93.295509
26713-243085,US,LS,44.715145,-93.173822
9652-97788,US,CO,44.732547,-93.127758
29476-253064,US,LS,44.874012,-93.228642
8959-95199,US,CO,44.71348,-93.280162
58376-292497,US,LS,44.697979,-93.216765
56034-289853,US,LS,44.882495,-93.204981
3484-92905,US,CO,44.864713,-93.288659
56036-289676,US,LS,44.883386,-93.212077
16842-138228,US,LS,44.820994,-93.083932
76815-110950,US,LS,44.884343,-93.248499
2220-665,US,CO,44.861132,-93.308101
76187-88840,US,LS,44.859947,-93.311425
9762-97954,US,CO,44.692412,-93.283218
48062-259945,US,LS,44.747136,-93.354565
49522-268124,US,LS,44.747883,-93.357307
18565-178125,US,CO,44.866611,-93.328413
57812-291752,US,CO,44.901483,-93.17174
76641-110944,US,LS,44.875818,-93.323744
72684-76620,US,LS,44.684693,-93.289403
271-269007,US,CO,44.877632,-93.323643
16011-154128,US,LS,44.881451,-93.326449
10602-101637,US,CO,44.750647,-93.378978
24961-238825,US,CO,44.864513,-93.353219
76116-87623,US,LS,44.74374,-93.377645
288-1493,US,CO,44.905241,-93.28804
276-1490,US,CO,44.917571,-93.187866
49134-267164,US,CO,44.917799,-93.247542
62681-296634,US,CO,44.88492,-93.080973
76440-97594,US,LS,44.893768,-93.07845
2366-243506,US,CO,44.835639,-93.399201
56910-288973,US,LS,44.835789,-93.400398
9526-96609,US,CO,44.901824,-93.08025
21371-208605,US,CO,44.775886,-93.414283
65228-298835,US,CO,44.932531,-93.166709
274-1489,US,CO,44.912007,-93.330485
47124-248644,US,LS,44.940066,-93.153601
6585-65621,US,CO,37.478685,-122.185903
76156-88909,US,LS,37.474094,-122.21832
646-363,US,CO,37.452207,-122.183881
5639-1923,US,CO,37.480189,-122.151126
79715-122664,US,LS,37.450838,-122.178861
3472-72901,US,CO,37.477394,-122.223439
6650-69220,US,CO,37.466353,-122.224505
5574-1836,US,CO,37.490373,-122.225099
25372-240744,US,CO,37.486302,-122.229928
74143-24432,US,LS,37.484463,-122.230466
555-497,US,CO,37.485022,-122.231103
2822-72864,US,CO,37.44362,-122.17187
565-142644,US,CO,37.446735,-122.16053
5977-23022,US,CO,37.46163,-122.137281
52030-280208,US,LS,37.459854,-122.135766
3459-92385,US,CO,37.490309,-122.240179
5798-8365,US,CO,37.431668,-122.201826
14608-126527,US,CO,37.50208,-122.246384
17211-170948,US,CO,37.424129,-122.170861
9865-97809,US,CO,37.423502,-122.197701
19632-176904,US,CO,37.447856,-122.12624
5541-1260,US,CO,37.42739,-122.149271
10717-101862,US,CO,37.502947,-122.257189
9870-98675,US,CO,37.42681,-122.143946
608-323,US,CO,37.506516,-122.260987
5420-742,US,CO,37.522693,-122.25178
